tenure_months,monthly_charges,support_calls,plan,region,churn
35.0,73.24,0.0,plus,south,0
48.0,45.55,5.0,basic,north,1
18.0,81.9,0.0,basic,coast,0
64.0,67.2,0.0,basic,north,0
61.0,73.78,2.0,plus,south,0
27.0,58.2,1.0,premium,north,1
12.0,48.1,0.0,basic,south,1
16.0,,0.0,plus,north,1
12.0,82.89,2.0,basic,south,1
61.0,72.14,0.0,basic,north,0
17.0,38.16,2.0,plus,coast,0
64.0,41.4,2.0,basic,south,0
29.0,54.74,2.0,plus,south,0
62.0,52.77,1.0,basic,coast,0
28.0,82.55,1.0,basic,south,1
43.0,81.2,0.0,premium,north,0
44.0,71.48,1.0,basic,north,0
49.0,64.36,2.0,plus,coast,1
39.0,47.08,1.0,plus,north,0
15.0,86.73,1.0,basic,north,1
33.0,50.12,0.0,plus,coast,0
5.0,79.9,1.0,plus,north,0
64.0,,2.0,plus,north,0
43.0,63.39,0.0,basic,coast,0
17.0,106.12,1.0,basic,south,1
27.0,57.25,0.0,plus,south,0
39.0,86.81,1.0,basic,north,0
28.0,63.42,2.0,plus,coast,1
47.0,88.64,2.0,basic,north,1
38.0,99.69,1.0,basic,north,0
15.0,40.0,2.0,plus,south,0
16.0,77.41,3.0,basic,coast,0
67.0,105.02,0.0,basic,south,0
25.0,94.89,2.0,plus,coast,1
13.0,90.33,3.0,basic,south,1
14.0,81.59,0.0,plus,north,0
8.0,69.23,1.0,basic,north,1
24.0,75.66,1.0,premium,north,1
10.0,88.99,2.0,plus,north,1
61.0,,0.0,basic,north,0
63.0,73.1,0.0,plus,north,0
33.0,61.49,0.0,basic,coast,0
4.0,87.55,0.0,basic,north,1
70.0,91.04,3.0,basic,south,1
52.0,54.84,0.0,plus,south,0
62.0,22.3,1.0,basic,north,0
46.0,10.84,1.0,plus,coast,0
9.0,51.71,2.0,plus,coast,1
5.0,72.37,1.0,basic,coast,0
6.0,82.05,1.0,basic,north,1
23.0,86.57,1.0,plus,north,1
64.0,102.09,4.0,basic,north,1
40.0,57.18,0.0,plus,north,0
14.0,55.65,4.0,basic,coast,1
68.0,84.72,1.0,basic,coast,0
45.0,51.96,5.0,basic,south,1
67.0,78.97,1.0,basic,north,0
68.0,,1.0,basic,coast,0
61.0,74.6,4.0,premium,north,1
7.0,30.26,1.0,plus,south,0
59.0,76.42,2.0,plus,south,0
39.0,55.92,0.0,plus,north,0
37.0,63.19,0.0,plus,north,1
37.0,68.5,1.0,basic,south,0
4.0,94.04,3.0,plus,north,1
30.0,39.72,1.0,basic,south,0
34.0,80.94,2.0,premium,south,1
45.0,107.85,1.0,plus,south,0
16.0,91.45,2.0,basic,north,1
44.0,108.72,0.0,basic,south,1
1.0,73.85,1.0,plus,south,1
20.0,82.95,1.0,basic,south,0
35.0,86.31,0.0,plus,coast,0
38.0,91.03,1.0,plus,coast,0
5.0,82.97,1.0,plus,south,1
11.0,54.44,2.0,basic,south,0
56.0,77.71,0.0,premium,coast,0
54.0,85.84,1.0,plus,coast,0
34.0,82.2,1.0,basic,north,0
53.0,100.75,2.0,basic,south,1
51.0,52.29,0.0,premium,south,0
27.0,107.42,2.0,basic,north,1
4.0,77.21,1.0,basic,south,1
67.0,85.07,3.0,plus,north,1
26.0,80.74,0.0,basic,coast,0
43.0,74.51,1.0,basic,south,1
5.0,84.41,1.0,basic,coast,1
53.0,102.8,1.0,basic,north,0
34.0,52.37,3.0,plus,south,0
37.0,79.39,2.0,plus,south,0
8.0,52.85,1.0,plus,south,0
44.0,57.78,0.0,premium,north,0
32.0,95.07,0.0,basic,coast,0
27.0,59.89,1.0,plus,north,0
20.0,56.67,0.0,basic,south,0
22.0,71.68,2.0,basic,south,0
54.0,69.03,0.0,basic,north,0
48.0,80.55,0.0,basic,south,0
23.0,68.18,0.0,plus,north,0
29.0,,0.0,plus,north,0
26.0,36.18,1.0,premium,south,1
15.0,64.14,1.0,basic,north,1
11.0,33.63,1.0,plus,north,0
52.0,65.95,1.0,basic,north,0
54.0,80.76,1.0,basic,coast,0
56.0,60.95,0.0,plus,south,1
9.0,68.07,0.0,basic,coast,0
2.0,38.74,0.0,basic,coast,0
50.0,69.45,1.0,basic,coast,0
63.0,59.21,2.0,plus,north,0
3.0,68.99,0.0,basic,south,0
44.0,62.09,2.0,plus,south,0
29.0,55.98,1.0,plus,north,0
16.0,86.41,1.0,plus,coast,0
4.0,82.88,2.0,premium,north,0
49.0,83.38,1.0,plus,south,0
42.0,80.35,0.0,basic,coast,0
15.0,92.93,1.0,premium,north,1
70.0,71.34,1.0,premium,south,0
32.0,78.34,3.0,premium,coast,0
53.0,73.19,0.0,plus,coast,0
63.0,79.71,1.0,plus,south,1
51.0,28.0,0.0,plus,south,0
29.0,89.9,0.0,basic,south,0
54.0,46.18,2.0,premium,north,0
14.0,30.16,1.0,plus,coast,0
25.0,76.21,0.0,plus,coast,0
29.0,65.88,1.0,basic,coast,1
23.0,42.89,0.0,basic,north,0
56.0,60.19,1.0,plus,north,0
56.0,108.57,1.0,plus,coast,0
17.0,81.88,0.0,basic,north,0
9.0,81.57,0.0,plus,coast,1
40.0,69.09,2.0,basic,north,0
5.0,,0.0,plus,south,0
45.0,66.44,3.0,basic,north,0
32.0,40.58,1.0,basic,south,1
4.0,77.89,3.0,basic,south,1
33.0,73.47,1.0,plus,coast,1
12.0,94.2,2.0,plus,north,1
2.0,68.87,3.0,plus,south,1
61.0,53.36,3.0,basic,coast,0
15.0,,2.0,plus,coast,0
46.0,59.22,1.0,basic,north,1
26.0,46.71,0.0,plus,coast,0
25.0,79.75,2.0,basic,south,1
28.0,92.29,2.0,basic,south,0
43.0,62.08,2.0,premium,coast,0
62.0,83.89,3.0,plus,coast,0
24.0,106.77,0.0,plus,south,0
29.0,67.34,2.0,plus,north,1
29.0,109.07,1.0,plus,north,1
34.0,87.83,1.0,premium,coast,1
31.0,11.42,0.0,basic,coast,0
43.0,72.22,3.0,premium,north,0
23.0,57.72,1.0,plus,north,0
48.0,68.05,2.0,plus,north,0
30.0,46.63,1.0,basic,south,0
41.0,78.0,1.0,plus,north,0
37.0,37.37,1.0,basic,coast,0
8.0,,1.0,basic,south,1
64.0,75.29,1.0,premium,coast,0
53.0,75.47,1.0,plus,coast,0
51.0,74.73,1.0,premium,north,0
53.0,82.8,0.0,basic,south,0
24.0,79.83,0.0,basic,coast,1
59.0,42.26,0.0,plus,north,0
9.0,85.45,1.0,plus,north,0
62.0,60.32,1.0,basic,south,0
32.0,40.99,1.0,plus,south,0
13.0,87.75,0.0,basic,north,1
48.0,,0.0,plus,south,0
35.0,85.77,1.0,basic,north,0
56.0,64.34,1.0,basic,coast,0
55.0,110.8,2.0,plus,south,0
59.0,67.32,1.0,plus,north,0
11.0,85.12,1.0,plus,south,0
61.0,54.41,2.0,basic,coast,0
21.0,73.53,1.0,basic,south,1
65.0,55.05,1.0,premium,north,0
55.0,54.44,1.0,plus,coast,0
55.0,72.47,1.0,basic,south,0
31.0,56.15,0.0,basic,coast,0
9.0,54.98,2.0,basic,coast,1
69.0,113.42,2.0,plus,coast,0
5.0,105.78,1.0,basic,south,1
54.0,83.68,0.0,basic,coast,0
11.0,74.06,4.0,basic,north,1
22.0,63.22,3.0,basic,north,0
16.0,46.66,0.0,plus,coast,0
15.0,60.32,1.0,basic,north,1
62.0,90.88,1.0,plus,south,0
19.0,66.02,2.0,basic,south,0
58.0,47.72,0.0,basic,coast,0
42.0,100.19,0.0,premium,south,1
6.0,79.63,2.0,plus,coast,1
50.0,30.12,0.0,basic,north,0
21.0,119.42,2.0,basic,south,1
53.0,48.12,0.0,basic,north,0
49.0,87.83,3.0,basic,south,0
59.0,108.25,1.0,basic,south,1
36.0,94.85,1.0,basic,coast,0
63.0,63.68,0.0,premium,north,0
22.0,56.8,1.0,basic,south,0
56.0,72.62,0.0,basic,north,0
28.0,85.49,2.0,basic,coast,0
39.0,52.34,1.0,basic,coast,0
48.0,46.52,0.0,premium,coast,0
42.0,71.24,1.0,basic,north,1
45.0,42.97,0.0,premium,coast,0
25.0,69.61,3.0,plus,north,1
21.0,92.11,3.0,basic,south,1
31.0,48.45,2.0,premium,coast,1
39.0,69.84,4.0,basic,south,0
29.0,82.85,0.0,plus,south,1
48.0,90.62,2.0,premium,south,0
29.0,63.6,0.0,plus,coast,0
25.0,41.17,2.0,basic,south,0
27.0,105.65,3.0,basic,south,1
13.0,40.28,0.0,premium,north,0
10.0,61.73,1.0,plus,coast,1
2.0,86.62,0.0,plus,coast,1
2.0,79.75,1.0,basic,north,1
44.0,67.92,0.0,basic,coast,0
31.0,65.84,1.0,plus,south,0
48.0,75.02,0.0,plus,coast,1
38.0,85.75,1.0,basic,south,0
71.0,85.63,0.0,basic,north,0
10.0,38.79,0.0,basic,south,1
59.0,92.22,2.0,basic,north,0
4.0,71.82,0.0,premium,coast,0
42.0,70.51,1.0,plus,north,0
51.0,47.52,2.0,basic,south,0
38.0,98.48,0.0,plus,south,0
25.0,76.49,2.0,premium,south,0
50.0,83.19,0.0,premium,north,0
19.0,61.17,2.0,basic,south,1
62.0,70.1,3.0,plus,north,0
70.0,52.72,2.0,premium,coast,0
60.0,112.74,2.0,basic,coast,0
50.0,94.45,0.0,basic,north,0
71.0,41.15,2.0,plus,north,0
9.0,91.59,1.0,basic,north,1
29.0,90.83,1.0,plus,north,0
37.0,82.95,0.0,plus,coast,0
21.0,64.43,1.0,basic,coast,1
9.0,73.61,0.0,basic,coast,1
35.0,64.87,0.0,basic,north,0
66.0,91.3,1.0,basic,north,0
18.0,110.99,3.0,plus,coast,1
58.0,90.68,3.0,basic,coast,1
52.0,66.48,1.0,premium,south,0
71.0,79.22,1.0,premium,north,0
58.0,92.39,0.0,basic,south,0
20.0,99.15,1.0,premium,north,1
43.0,74.44,1.0,basic,north,1
10.0,68.68,2.0,basic,north,1
49.0,82.23,0.0,premium,coast,1
4.0,83.08,0.0,basic,coast,1
49.0,69.04,0.0,plus,coast,0
55.0,91.29,1.0,basic,north,0
49.0,65.45,2.0,basic,north,0
2.0,60.67,1.0,basic,north,1
46.0,,1.0,basic,coast,0
45.0,,2.0,basic,coast,1
32.0,71.47,0.0,premium,south,0
26.0,35.0,0.0,premium,north,0
43.0,40.21,2.0,basic,south,0
22.0,94.33,0.0,basic,south,0
38.0,84.14,2.0,plus,coast,0
68.0,69.67,0.0,basic,north,0
46.0,39.66,0.0,basic,coast,0
68.0,79.96,1.0,basic,south,0
30.0,91.03,1.0,basic,coast,0
22.0,82.64,1.0,basic,coast,0
22.0,82.61,3.0,plus,coast,1
11.0,95.53,0.0,plus,north,0
18.0,57.65,2.0,basic,south,1
42.0,65.4,0.0,basic,coast,0
17.0,78.34,1.0,basic,north,1
1.0,,1.0,plus,north,1
15.0,86.58,2.0,premium,coast,1
5.0,51.57,1.0,basic,coast,1
33.0,86.2,5.0,basic,coast,1
47.0,68.7,0.0,plus,north,0
49.0,57.78,1.0,premium,south,0
71.0,38.59,1.0,basic,north,0
30.0,61.76,1.0,plus,coast,1
14.0,110.45,2.0,basic,north,1
29.0,,1.0,plus,south,0
69.0,54.43,2.0,plus,north,0
6.0,108.64,0.0,plus,north,1
49.0,93.5,2.0,premium,coast,0
62.0,43.36,0.0,basic,south,0
5.0,55.39,1.0,premium,south,1
31.0,112.8,0.0,basic,south,1
47.0,76.58,2.0,basic,north,0
18.0,58.72,0.0,plus,south,0
48.0,13.85,2.0,basic,north,0
65.0,47.44,0.0,plus,coast,0
40.0,,1.0,plus,north,0
29.0,70.69,1.0,plus,south,0
48.0,86.62,3.0,plus,north,1
48.0,89.66,1.0,basic,coast,0
23.0,59.17,4.0,premium,coast,1
13.0,66.96,0.0,plus,north,0
49.0,52.81,0.0,basic,north,0
26.0,119.0,0.0,premium,coast,0
17.0,,1.0,basic,north,1
24.0,82.75,2.0,plus,coast,1
7.0,32.22,2.0,basic,south,1
7.0,81.72,3.0,plus,south,1
67.0,79.17,2.0,basic,south,0
50.0,48.36,1.0,basic,north,0
4.0,75.79,2.0,plus,south,1
54.0,83.3,0.0,premium,south,1
9.0,80.05,1.0,basic,south,0
60.0,65.53,1.0,premium,north,0
40.0,,1.0,plus,north,0
43.0,40.94,1.0,plus,coast,0
54.0,53.59,3.0,basic,coast,0
24.0,100.76,2.0,basic,south,0
47.0,102.09,3.0,basic,south,0
42.0,58.62,1.0,basic,coast,0
35.0,92.17,0.0,basic,south,1
64.0,85.65,0.0,basic,north,0
45.0,110.51,1.0,basic,coast,1
48.0,76.09,0.0,plus,coast,0
39.0,65.97,2.0,basic,north,1
28.0,52.72,1.0,basic,south,1
33.0,73.06,1.0,plus,north,0
71.0,89.25,1.0,premium,south,0
14.0,52.66,1.0,plus,south,0
40.0,71.06,0.0,plus,north,0
48.0,61.79,0.0,basic,coast,0
70.0,93.3,2.0,plus,north,0
68.0,58.8,1.0,plus,south,0
30.0,35.47,1.0,plus,coast,0
11.0,66.45,1.0,plus,south,1
30.0,68.77,0.0,basic,north,1
2.0,19.8,1.0,basic,coast,0
28.0,105.17,3.0,plus,south,1
44.0,83.7,1.0,plus,north,0
65.0,65.9,2.0,plus,coast,0
45.0,,1.0,basic,south,0
15.0,68.39,0.0,basic,south,0
27.0,65.36,1.0,plus,north,1
23.0,31.89,2.0,basic,coast,1
57.0,34.47,2.0,basic,south,0
48.0,52.06,0.0,plus,north,0
33.0,45.7,0.0,basic,south,0
12.0,61.66,1.0,plus,south,1
37.0,99.75,3.0,plus,coast,1
36.0,49.9,1.0,plus,south,0
11.0,71.42,1.0,plus,north,1
38.0,86.26,1.0,plus,coast,0
52.0,,1.0,plus,coast,0
66.0,54.73,2.0,basic,north,0
47.0,70.73,1.0,plus,coast,0
62.0,82.95,2.0,basic,south,0
18.0,77.84,1.0,premium,south,1
9.0,90.48,4.0,premium,south,1
47.0,91.58,1.0,premium,north,1
14.0,111.39,0.0,plus,coast,0
58.0,84.95,2.0,plus,north,0
17.0,56.52,1.0,plus,south,0
40.0,99.37,2.0,basic,north,1
37.0,60.02,1.0,plus,coast,0
42.0,63.47,1.0,plus,north,0
51.0,62.38,2.0,plus,north,0
57.0,25.38,2.0,basic,coast,0
71.0,51.29,1.0,premium,south,0
3.0,,1.0,premium,coast,0
34.0,69.76,3.0,basic,coast,1
31.0,50.3,0.0,plus,coast,0
45.0,45.32,2.0,plus,south,0
67.0,52.84,1.0,plus,north,0
14.0,85.84,1.0,premium,north,1
2.0,89.76,1.0,premium,south,1
51.0,74.75,0.0,plus,north,0
58.0,41.91,1.0,basic,coast,0
25.0,,0.0,basic,coast,1
37.0,81.6,0.0,basic,north,0
19.0,75.29,1.0,basic,south,1
17.0,83.4,3.0,basic,coast,1
15.0,80.38,4.0,basic,north,1
5.0,54.65,0.0,plus,coast,0
71.0,79.22,0.0,basic,coast,0
43.0,37.46,2.0,basic,north,1
30.0,60.04,0.0,basic,north,0
69.0,69.11,2.0,premium,north,0
4.0,,1.0,basic,south,1
32.0,65.11,1.0,basic,coast,1
40.0,57.69,2.0,basic,north,1
20.0,70.96,0.0,premium,south,1
16.0,82.02,0.0,basic,north,0
26.0,52.94,1.0,plus,north,0
61.0,62.87,1.0,plus,coast,0
45.0,96.96,1.0,basic,north,0
6.0,46.44,2.0,premium,north,1
20.0,45.51,2.0,basic,south,1
59.0,94.91,1.0,premium,south,0
18.0,91.85,1.0,basic,coast,1
18.0,,2.0,premium,south,1
20.0,100.79,0.0,basic,south,1
26.0,53.43,1.0,basic,south,1
60.0,52.19,0.0,basic,south,0
13.0,75.52,2.0,plus,coast,1
37.0,53.72,3.0,basic,south,1
30.0,49.54,1.0,plus,south,0
42.0,52.71,2.0,premium,north,1
59.0,7.84,0.0,plus,north,0
24.0,34.13,0.0,premium,south,0
8.0,61.07,3.0,premium,coast,1
12.0,27.94,2.0,plus,north,0
1.0,76.46,3.0,basic,north,1
25.0,78.04,1.0,plus,coast,0
34.0,109.88,2.0,plus,south,1
68.0,48.51,1.0,basic,north,0
16.0,38.67,3.0,premium,north,0
24.0,91.79,3.0,basic,south,1
69.0,76.14,1.0,plus,south,0
70.0,91.43,2.0,basic,north,0
55.0,43.6,0.0,premium,south,0
34.0,83.33,2.0,plus,south,1
28.0,83.67,3.0,plus,coast,0
11.0,47.27,0.0,basic,coast,1
11.0,81.5,3.0,basic,coast,1
63.0,72.05,2.0,plus,coast,0
54.0,73.65,2.0,premium,south,0
25.0,83.07,3.0,plus,coast,0
34.0,57.6,1.0,basic,coast,0
52.0,91.69,2.0,basic,south,0
3.0,80.65,2.0,plus,north,1
22.0,55.4,1.0,plus,coast,1
9.0,40.7,1.0,plus,coast,0
5.0,84.48,1.0,basic,south,1
63.0,118.99,0.0,plus,south,0
39.0,80.81,3.0,plus,coast,0
7.0,54.43,1.0,basic,north,1
13.0,73.39,0.0,basic,coast,1
14.0,83.13,1.0,plus,coast,1
42.0,106.33,1.0,plus,north,1
4.0,81.8,1.0,basic,south,0
47.0,96.13,1.0,basic,north,1
33.0,55.31,3.0,basic,coast,1
58.0,78.99,2.0,basic,north,0
16.0,68.57,1.0,plus,north,1
47.0,42.93,0.0,basic,coast,0
47.0,79.71,0.0,premium,coast,0
70.0,62.68,2.0,plus,south,0
67.0,,1.0,plus,south,0
42.0,46.07,3.0,basic,north,0
54.0,82.39,1.0,basic,coast,0
7.0,62.44,1.0,plus,north,1
34.0,46.99,4.0,plus,coast,1
11.0,56.67,2.0,premium,north,1
5.0,59.27,0.0,premium,coast,0
22.0,102.9,2.0,basic,south,1
55.0,49.32,3.0,plus,north,0
57.0,79.22,0.0,basic,north,0
44.0,90.74,1.0,premium,coast,0
7.0,50.61,1.0,plus,south,1
13.0,89.65,3.0,basic,coast,1
25.0,89.06,1.0,basic,north,1
9.0,80.23,3.0,basic,coast,1
32.0,80.92,0.0,basic,coast,0
61.0,49.89,1.0,basic,coast,0
7.0,43.02,2.0,plus,coast,0
32.0,110.2,1.0,basic,north,1
43.0,62.4,3.0,basic,coast,1
46.0,41.99,2.0,basic,south,0
24.0,94.1,2.0,premium,north,0
41.0,89.35,0.0,basic,coast,1
18.0,61.88,1.0,plus,north,0
40.0,107.63,3.0,plus,south,1
39.0,94.37,3.0,basic,south,1
16.0,85.74,1.0,basic,coast,1
37.0,76.28,0.0,basic,south,0
57.0,63.31,1.0,basic,north,0
50.0,90.32,0.0,plus,coast,0
18.0,85.78,2.0,basic,south,0
37.0,35.53,2.0,plus,coast,0
51.0,93.8,2.0,premium,coast,1
64.0,64.89,1.0,plus,coast,0
45.0,82.94,3.0,basic,north,1
23.0,67.81,3.0,basic,coast,1
37.0,65.85,2.0,plus,north,1
42.0,86.99,1.0,plus,coast,0
7.0,,1.0,plus,coast,0
29.0,56.6,0.0,premium,north,1
59.0,81.55,0.0,basic,north,0
55.0,38.01,0.0,plus,coast,0
70.0,75.16,1.0,plus,coast,0
8.0,68.06,1.0,plus,coast,0
9.0,86.64,1.0,basic,north,1
14.0,77.74,3.0,basic,coast,1
70.0,98.71,1.0,plus,south,0
48.0,73.2,1.0,plus,coast,0
56.0,100.11,3.0,basic,south,1
18.0,54.75,2.0,plus,north,0
20.0,92.07,2.0,plus,south,1
1.0,71.86,2.0,basic,coast,1
8.0,,0.0,plus,south,0
24.0,67.78,4.0,plus,north,1
12.0,57.46,0.0,basic,south,1
58.0,114.71,0.0,basic,south,0
21.0,68.45,0.0,basic,south,1
42.0,65.35,1.0,premium,coast,0
15.0,75.72,0.0,basic,north,0
25.0,66.51,6.0,basic,coast,1
59.0,64.55,0.0,plus,coast,0
8.0,50.01,1.0,basic,coast,1
16.0,62.24,0.0,plus,north,0
4.0,91.31,2.0,basic,south,1
40.0,51.84,3.0,plus,south,1
8.0,67.28,0.0,basic,north,1
16.0,79.5,4.0,plus,north,1
15.0,64.02,0.0,plus,coast,1
30.0,65.11,2.0,basic,south,1
33.0,57.96,1.0,basic,north,0
29.0,78.72,0.0,basic,north,0
43.0,93.43,2.0,basic,north,0
19.0,46.8,1.0,plus,coast,0
41.0,77.31,0.0,basic,south,0
52.0,94.05,1.0,basic,south,1
66.0,70.4,3.0,plus,north,0
62.0,77.99,1.0,basic,north,0
6.0,17.44,2.0,plus,north,1
46.0,84.61,0.0,plus,coast,0
68.0,101.52,1.0,basic,coast,1
18.0,61.85,3.0,basic,coast,1
34.0,51.51,1.0,basic,south,0
9.0,,1.0,basic,north,1
70.0,102.1,0.0,plus,south,0
4.0,63.84,3.0,basic,north,1
20.0,48.29,3.0,premium,coast,0
38.0,40.02,2.0,basic,coast,0
26.0,83.7,0.0,basic,north,1
9.0,87.78,0.0,plus,coast,0
60.0,61.5,2.0,premium,north,0
42.0,68.35,2.0,premium,south,0
68.0,72.01,1.0,premium,coast,0
55.0,89.96,0.0,basic,coast,1
58.0,92.18,2.0,plus,south,0
25.0,92.42,1.0,premium,north,1
20.0,74.11,0.0,basic,coast,1
27.0,67.39,1.0,basic,coast,0
27.0,85.15,2.0,premium,south,1
4.0,33.85,1.0,premium,north,0
50.0,69.61,1.0,plus,south,0
56.0,58.33,0.0,basic,coast,0
68.0,106.14,1.0,basic,south,0
47.0,65.2,0.0,basic,south,1
24.0,77.28,0.0,basic,south,0
46.0,69.22,1.0,plus,south,0
45.0,51.63,2.0,basic,north,0
24.0,71.56,1.0,basic,south,0
26.0,65.63,1.0,plus,south,0
65.0,57.57,1.0,plus,coast,0
24.0,27.3,1.0,plus,north,0
44.0,43.63,1.0,plus,south,0
5.0,50.21,1.0,plus,north,0
66.0,69.25,1.0,basic,south,0
39.0,66.39,0.0,premium,coast,0
23.0,40.25,0.0,premium,north,0
43.0,99.22,2.0,basic,south,1
33.0,69.05,2.0,basic,north,1
62.0,,0.0,basic,coast,0
38.0,74.87,1.0,basic,coast,1
10.0,80.83,3.0,basic,north,1
2.0,27.34,2.0,plus,south,1
67.0,75.45,2.0,plus,coast,0
8.0,64.94,0.0,basic,south,0
25.0,67.81,0.0,plus,north,0
60.0,89.67,1.0,basic,coast,0
66.0,80.01,1.0,plus,north,0
16.0,73.55,0.0,basic,north,1
4.0,89.5,1.0,basic,coast,1
59.0,91.36,2.0,basic,south,0
27.0,68.09,0.0,plus,coast,0
6.0,89.55,2.0,basic,north,1
44.0,43.03,0.0,premium,south,0
26.0,77.32,0.0,plus,coast,0
44.0,67.64,1.0,basic,north,1
57.0,75.83,1.0,basic,coast,0
5.0,91.03,3.0,basic,coast,1
61.0,99.44,2.0,basic,south,1
66.0,68.95,0.0,plus,coast,0
2.0,75.4,0.0,basic,coast,1
12.0,72.69,1.0,basic,north,0
17.0,27.79,1.0,plus,coast,0
63.0,117.61,1.0,premium,south,0
42.0,45.99,0.0,basic,coast,0
11.0,68.11,2.0,plus,coast,1
45.0,96.87,2.0,basic,north,1
43.0,43.91,2.0,plus,north,0
67.0,89.56,1.0,premium,south,0
30.0,66.76,0.0,basic,south,0
25.0,73.11,0.0,plus,north,1
62.0,29.78,0.0,plus,coast,0
31.0,69.61,0.0,basic,coast,1
8.0,83.58,0.0,plus,coast,1
4.0,68.13,1.0,plus,north,0
43.0,99.37,3.0,premium,north,0
9.0,66.45,1.0,basic,south,1
47.0,52.62,2.0,basic,coast,1
25.0,58.22,0.0,basic,north,0
67.0,72.67,2.0,basic,north,0
16.0,42.34,0.0,plus,north,1
28.0,78.92,2.0,basic,north,1
63.0,79.04,2.0,basic,south,0
43.0,61.02,0.0,plus,south,0
12.0,110.78,0.0,plus,north,0
10.0,51.9,2.0,basic,north,1
33.0,44.43,2.0,plus,north,0
16.0,,2.0,basic,coast,1
30.0,87.46,1.0,plus,south,0
68.0,46.81,1.0,premium,south,0
13.0,91.97,2.0,premium,south,1
3.0,61.24,1.0,basic,north,1
50.0,89.72,1.0,premium,south,0
30.0,82.22,2.0,plus,north,1
12.0,47.42,1.0,basic,coast,0
14.0,82.32,0.0,plus,south,1
44.0,58.72,1.0,basic,north,0
61.0,67.55,2.0,plus,coast,0
37.0,58.02,0.0,basic,coast,1
17.0,73.36,1.0,basic,south,1
39.0,53.82,0.0,basic,south,1
30.0,91.32,2.0,basic,coast,0
64.0,33.58,0.0,premium,north,0
18.0,56.62,1.0,basic,south,1
12.0,79.42,2.0,basic,coast,1
36.0,66.98,0.0,plus,coast,0
38.0,74.03,0.0,plus,coast,0
59.0,74.71,1.0,basic,north,0
11.0,70.77,2.0,basic,coast,1
53.0,60.83,2.0,basic,coast,0
27.0,87.54,0.0,basic,coast,1
49.0,62.34,3.0,basic,north,1
49.0,48.21,2.0,plus,coast,0
32.0,54.65,0.0,premium,south,0
44.0,68.69,2.0,plus,coast,0
58.0,72.84,0.0,plus,south,0
41.0,57.46,1.0,premium,north,0
31.0,65.43,3.0,plus,north,0
29.0,86.34,2.0,premium,north,1
60.0,68.24,2.0,basic,coast,0
60.0,73.86,1.0,plus,coast,0
23.0,69.88,1.0,plus,north,1
1.0,53.98,0.0,basic,south,1
20.0,65.54,2.0,premium,south,0
60.0,69.28,2.0,premium,north,0
57.0,80.98,0.0,premium,coast,0
32.0,67.19,1.0,plus,south,0
45.0,40.59,1.0,premium,south,0
60.0,51.07,2.0,premium,south,0
4.0,85.6,1.0,plus,coast,1
32.0,45.72,0.0,plus,north,0
53.0,89.52,1.0,premium,coast,0
43.0,67.7,2.0,basic,coast,0
64.0,46.98,3.0,plus,coast,0
57.0,66.81,0.0,premium,coast,0
56.0,89.79,0.0,basic,north,1
4.0,84.44,1.0,premium,north,0
5.0,47.05,0.0,basic,south,1
6.0,37.42,0.0,basic,coast,0
47.0,82.5,1.0,premium,north,1
29.0,74.04,1.0,basic,south,1
19.0,61.29,0.0,plus,coast,0
22.0,62.66,0.0,basic,coast,0
58.0,103.26,1.0,basic,north,0
19.0,51.51,1.0,plus,north,0
29.0,86.93,1.0,basic,coast,0
2.0,68.99,0.0,premium,coast,0
45.0,117.48,1.0,premium,north,0
14.0,,2.0,plus,coast,1
56.0,73.59,1.0,basic,north,1
45.0,64.15,1.0,plus,north,0
50.0,78.24,1.0,basic,north,0
24.0,72.15,3.0,premium,south,1
66.0,63.59,2.0,basic,north,0
71.0,92.31,3.0,premium,north,0
51.0,41.66,2.0,plus,coast,0
30.0,54.38,2.0,basic,south,1
61.0,93.51,0.0,basic,south,0
7.0,53.78,1.0,basic,south,1
38.0,90.47,4.0,plus,coast,1
66.0,97.67,0.0,basic,north,0
36.0,131.22,1.0,plus,north,1
11.0,36.47,1.0,plus,coast,1
12.0,64.07,0.0,premium,coast,1
12.0,62.6,0.0,basic,north,0
41.0,63.02,1.0,basic,north,0
6.0,42.02,0.0,plus,coast,0
56.0,90.95,2.0,basic,south,0
60.0,84.09,1.0,premium,south,0
65.0,96.09,0.0,basic,north,0
2.0,100.54,1.0,basic,coast,1
17.0,69.15,2.0,basic,coast,0
27.0,60.65,2.0,basic,north,0
14.0,85.27,0.0,plus,coast,0
48.0,89.27,1.0,basic,south,1
19.0,101.92,1.0,premium,coast,1
45.0,86.92,0.0,basic,south,0
71.0,63.16,0.0,plus,north,0
50.0,63.36,1.0,premium,south,0
36.0,43.67,1.0,plus,south,0
38.0,75.59,1.0,basic,south,1
61.0,42.07,5.0,basic,south,0
59.0,83.82,0.0,plus,north,0
24.0,73.07,0.0,basic,south,0
36.0,113.03,3.0,basic,south,1
43.0,77.3,2.0,premium,coast,0
46.0,62.54,1.0,plus,coast,1
8.0,60.1,3.0,basic,coast,1
56.0,85.87,1.0,basic,south,0
32.0,84.95,0.0,basic,coast,0
50.0,76.0,2.0,plus,south,0
14.0,58.8,3.0,plus,coast,1
27.0,64.52,1.0,plus,coast,0
64.0,,0.0,plus,coast,0
50.0,90.29,2.0,plus,north,1
22.0,112.73,1.0,basic,coast,1
28.0,84.47,3.0,basic,south,1
69.0,81.08,0.0,plus,north,0
